name,type,district,status,total_coverage,unique_coverage,overlap_coverage,overlap_pct
BLM,Clinic,Kasungu,Non-functional,76844.28372144699,0.0,76844.28372144699,100.0
Kasungu,District Hospital,Kasungu,Functional,76170.87731790543,0.0,76170.87731790543,100.0
Kasungu Prison clinic,Clinic,Kasungu,Non-functional,56890.74379444122,2705.4623641967773,54185.281430244446,95.2444594959556
Kaswavipindi,Clinic,Mzimba,Non-functional,39904.672025203705,6.172993183135986,39898.49903202057,99.98453065049817
katawa,Dispensary,Salima,Functional,14859.629229545593,5812.896923065186,9046.732306480408,60.881278844378386
Katchale,Health Centre,Lilongwe,Functional,28878.955510139465,5547.106109619141,23331.849400520325,80.79187418093588
Katema,Health Centre,Mangochi,Functional,17555.177022457123,9415.09883737564,8140.078185081482,46.3685337645325
Katemela,Clinic,Salima,Non-functional,72609.06086015701,0.0,72609.06086015701,100.0
Mission,Hospital,Mzimba,Functional,13914.414345502853,10501.497030973434,3412.917314529419,24.52792643502438
Katimbira,Health Centre,Nkhotakota,Functional,14270.873439311981,1337.9938995838165,12932.879539728165,90.6243026730372
Katiri,Dispensary,Karonga,Functional,1669.04399228096,1669.04399228096,0.0,0.0
Katope,Health Post,Mchinji,Functional,2864.8403301239014,2553.0869331359863,311.75339698791504,10.88205139078142
Katowo,Hospital,Rumphi,Functional,16723.825013160706,291.05101251602173,16432.774000644684,98.25966241402921
Katsekera,Health Centre,Ntcheu,Functional,12214.136371612549,10807.051322937012,1407.085048675537,11.520135405936763
Katuli,Health Centre,Mangochi,Functional,18704.72776031494,15386.023762702942,3318.7039976119995,17.742594493426196
Katutula(sawala),Health Post,Mchinji,Non-functional,9636.404691696167,7010.650965690613,2625.753726005554,27.24827163255405
Kaundu,Health Centre,Dedza,Functional,15322.062872886658,3307.902617454529,12014.160255432129,78.41085338901678
Kavukuku,Health Post,Chitipa,Non-functional,7612.847449183464,7612.847449183464,0.0,0.0
Kavuzi,Clinic,Nkhata Bay,Functional,10285.788100719452,2225.620895385742,8060.16720533371,78.36217435560364
Kawalazi,Clinic,Nkhata Bay,Functional,8946.97512960434,3732.00515127182,5214.9699783325195,58.28752067362839
Kawale,Health Centre,Lilongwe,Functional,525220.5744559113,0.0,525220.5744559113,100.0
Kawale clinic,Clinic,Lilongwe,Non-functional,516227.7682456318,0.0,516227.7682456318,100.0
Kawamba,Health Centre,Kasungu,Functional,6950.857455730438,4963.273975849152,1987.5834798812866,28.594795570763427
Kaweche,Health Centre,Mzimba,Functional,21908.251076698303,2647.6532349586487,19260.597841739655,87.91481243441334
Nanyumbu,Dispensary,Machinga,Functional,29425.62975168228,11777.47734451294,17648.152407169342,59.97544506642338
Kayelekela,Dispensary,Karonga,Functional,2055.1066368818283,2055.1066368818283,0.0,0.0
Kayembe,Health Centre,Dowa,Functional,26548.399850845337,13794.241002082825,12754.158848762512,48.04115848946882
Tulame,Clinic,Mangochi,Non-functional,20482.7006380558,15620.646857976913,4862.053780078888,23.737366795496893
Kazyozyo,Health Centre,Mchinji,Functional,8713.425081729889,8118.8826241493225,594.5424575805664,6.823292241614489
Khama,Clinic,Lilongwe,Non-functional,542608.3376880903,0.0,542608.3376880903,100.0
Khamalathu,Clinic,Mulanje,Non-functional,39555.141466379166,0.0,39555.141466379166,100.0
kharodia,Clinic,Lilongwe,Non-functional,438545.3683201615,0.0,438545.3683201615,100.0
Khaya,Clinic,Mulanje,Functional,42239.051715135574,2461.1051301956177,39777.94658493996,94.1733892446413
Khokhwa,Health Post,Chikwawa,Non-functional,11405.636063098907,4646.848381519318,6758.78768157959,59.25831443497093
Khola,Health Centre,Kasungu,Functional,8466.440068244934,6478.8565883636475,1987.5834798812866,23.476023734415996
Khombedza,Health Centre,Salima,Functional,29051.649577140808,0.0,29051.649577140808,100.0
Nkondowe,Health Centre,Nkhata Bay,Functional,2394.60266828537,1131.4117178916931,1263.1909503936768,52.75158869250619
Khongoloni,Dispensary,Mulanje,Non-functional,39299.437255859375,442.2416133880615,38857.19564247131,98.87468716025411
Khongoni,Health Centre,Lilongwe,Functional,25511.923444747925,24787.370094299316,724.5533504486084,2.840057716611604
Twapochele,Clinic,Machinga,Non-functional,32898.868347644806,0.0,32898.868347644806,100.0
Khonjeni health centre,Health Centre,Thyolo,Functional,41868.708800792694,0.0,41868.708800792694,100.0
Khosolo,Health Centre,Mzimba,Functional,9546.921239495277,9546.921239495277,0.0,0.0
"Khuoge, Dane",Clinic,Blantyre,Functional,292717.4452470541,0.0,292717.4452470541,100.0
Iwawe,Health Centre,Ntchisi,Functional,22972.710634708405,22492.689636707306,480.02099800109863,2.089527028977839
Koche hospital,Hospital,Mangochi,Functional,28465.91775536537,0.0,28465.91775536537,100.0
Kochilira,Hospital,Mchinji,Functional,24203.22001838684,7732.71942615509,16470.50059223175,68.05086504902796
Kopakopa,Health Post,Chitipa,Functional,5009.4379116892815,2645.1840853095055,2364.253826379776,47.195990210057374
Kotecha Clinic,Clinic,Blantyre,Functional,230089.54446655512,0.0,230089.54446655512,100.0
Mziza,Health Centre,Kasungu,Functional,21676.271614551544,2328.6555190086365,19347.616095542908,89.25712151786573
Kubalalika,Clinic,Chikwawa,Non-functional,7267.039891719818,7267.039891719818,0.0,0.0
Kukalanga,Clinic,Mangochi,Functional,13896.639781951904,9034.586001873016,4862.053780078888,34.98726207463061
Kumadzi,Dispensary,Thyolo,Non-functional,44548.38981175423,44.01837730407715,44504.37143445015,99.90118974560005
Kumchenga,Clinic,Kasungu,Non-functional,23292.29256296158,0.0,23292.29256296158,100.0
Kunenekude,Health Centre,Mwanza,Functional,14171.057951807976,14171.057951807976,0.0,0.0
Kwambukwa,Clinic,Karonga,Functional,68836.7922770977,0.0,68836.7922770977,100.0
Kwataine,Clinic,Ntcheu,Non-functional,24796.20902490616,3831.2552061080933,20964.953818798065,84.54902843309698
Kwitanda,Clinic,Balaka,Functional,14051.218682289124,9865.373028755188,4185.845653533936,29.789911808930782
L.M.J Private Clinic,Clinic,Mangochi,Non-functional,21589.522030949593,10647.868662834167,10941.653368115425,50.6803872379854
Lafarge Cement Clinic,Clinic,Blantyre,Functional,372244.24693343043,0.0,372244.24693343043,100.0
Lake View Health Centre,Health Centre,Ntcheu,Functional,18713.1345410347,0.0,18713.1345410347,100.0
Chilombo,Health Centre,Zomba,Functional,33567.871062994,16278.639651060104,17289.2314119339,51.50529617886297
Lauderdale,Clinic,Mulanje,Non-functional,35533.086175084114,0.0,35533.086175084114,100.0
Lemwe health center,Health Centre,Lilongwe,Functional,25845.78745651245,16251.97192287445,9593.815533638,37.119455345596805
Lifelane,Clinic,Zomba,Functional,123937.52421450615,0.0,123937.52421450615,100.0
Lifeline health centre,Health Centre,Salima,Functional,23513.791850090027,0.0,23513.791850090027,100.0
Lifune,Clinic,Machinga,Non-functional,15824.859495162964,15453.201941490173,371.6575536727905,2.348567794781316
Lifupa,Clinic,Kasungu,Non-functional,24.5213770866394,24.5213770866394,0.0,0.0
Lifuwu,Health Centre,Salima,Functional,6679.275812625885,4331.038017749786,2348.2377948760986,35.15707182561928
Lighthouse,Dispensary,Lilongwe,Functional,392061.26616340317,0.0,392061.26616340317,100.0
ligowe health centre,Health Centre,Neno,Functional,12193.888385653496,9011.600664615631,3182.2877210378647,26.097399126450338
Likanga,Clinic,Mulanje,Non-functional,40263.09022092819,1090.7953939437866,39172.294826984406,97.29083041575183
Likangala,Health Centre,Zomba,Functional,33639.49499416351,14319.298313856125,19320.19668030739,57.43307586412776
Likhonyowa,Health Post,Machinga,Functional,10442.102402687073,5464.044657707214,4978.057744979858,47.67294509292355
Chipyera,Hospital,Likoma,Functional,11093.444043159485,0.0,11093.444043159485,100.0
Likudzi,Clinic,Ntcheu,Non-functional,5553.303020477295,1626.8097615242004,3926.4932589530945,70.70554667149463
Ku Mission,Hospital,Lilongwe,Functional,173035.30942630768,0.0,173035.30942630768,100.0
Cha City pa ma kesha,Clinic,Lilongwe,Non-functional,216690.23631061614,0.0,216690.23631061614,100.0
City assembly,Clinic,Lilongwe,Non-functional,411427.9861640334,0.0,411427.9861640334,100.0
Lilongwe Health Clinic - Limbe Muslim,Dispensary,Lilongwe,Functional,306441.6141011417,0.0,306441.6141011417,100.0
Diagnostics,Clinic,Blantyre,Functional,339807.3911471367,0.0,339807.3911471367,100.0
Limbe,Clinic,Blantyre,Functional,366104.10945671797,0.0,366104.10945671797,100.0
Limbe Home Based Care,Clinic,Blantyre,Functional,364194.47702771425,0.0,364194.47702771425,100.0
Limbe Leaf Clinic,Clinic,Blantyre,Functional,313753.99912685156,0.0,313753.99912685156,100.0
Limbe Leaf Private Clinic,Clinic,Lilongwe,Non-functional,208175.4987880662,0.0,208175.4987880662,100.0
limbe Medical Clinic,Clinic,Blantyre,Functional,373424.41920399666,0.0,373424.41920399666,100.0
LMJ Diagnostic centre,Clinic,Blantyre,Functional,316561.2152002156,0.0,316561.2152002156,100.0
Limbe Muslim Jamat - Habiba Mussa Clinic,Dispensary,Blantyre,Functional,114696.82333254814,0.0,114696.82333254814,100.0
Limbe Muslim Jamat - Kachere,Clinic,Blantyre,Functional,373424.41920399666,0.0,373424.41920399666,100.0
LMJ,Clinic,Blantyre,Functional,373424.41920399666,0.0,373424.41920399666,100.0
Limbe Muslim Jamat Limbe,Clinic,Blantyre,Functional,316561.2152002156,0.0,316561.2152002156,100.0
Hajira,Clinic,Blantyre,Functional,301953.9724790454,0.0,301953.9724790454,100.0
Limbuli,Clinic,Mulanje,Functional,50368.55883979797,221.6884002685547,50146.87043952942,99.55986749397843
Lingadzi pvt,Clinic,Lilongwe,Non-functional,315880.16972041875,0.0,315880.16972041875,100.0
Lingalawe,Clinic,Mulanje,Functional,46884.278121590614,0.0,46884.278121590614,100.0
Linyagwa Health Centre,Health Centre,Kasungu,Functional,4466.90575504303,4466.90575504303,0.0,0.0
Tachila,Clinic,Ntcheu,Non-functional,19182.461302757263,0.0,19182.461302757263,100.0
Lilangwe,Health Centre,Blantyre,Functional,26001.99230670929,21604.83831691742,4397.15398979187,16.91083490035982
Lisa,Clinic,Kasungu,Non-functional,17904.909325122833,40.95638656616211,17863.95293855667,99.77125610734764
Lisungwi Community Hospital,Hospital,Neno,Functional,12352.070937871933,0.0,12352.070937871933,100.0
Liuzi,Health Centre,Nkhata Bay,Functional,10062.363332239911,4516.32272288017,5546.040609359741,55.1166801102299
Khondowe,Hospital,Rumphi,Functional,8832.095712423325,108.67473006248474,8723.42098236084,98.76954764077543
Livwezi,Health Centre,Kasungu,Functional,11473.972560405731,11473.972560405731,0.0,0.0
St Anne's,Health Centre,Nkhotakota,Functional,14210.36636018753,991.4858207702637,13218.880539417267,93.02279902122679
Chili kumtima,Clinic,Mangochi,Non-functional,44275.63163256645,0.0,44275.63163256645,100.0
 Chilikumtima,Dispensary,Machinga,Functional,44275.63163256645,0.0,44275.63163256645,100.0
Lizulu,Health Centre,Ntcheu,Functional,22867.918509483337,382.0885796546936,22485.829929828644,98.32915016075363
Lobi,Health Centre,Dedza,Functional,27920.811196804047,10921.857139825821,16998.954056978226,60.88273702779814
Lodjwa,Dispensary,Kasungu,Functional,8164.774713516235,6185.683282852173,1979.0914306640625,24.239388104460613
Ludzi Community hospital,Hospital,Mchinji,Functional,21611.655792236328,0.0,21611.655792236328,100.0
Lufita,Health Post,Chitipa,Non-functional,12580.29362809658,2552.9825716018677,10027.311056494713,79.7064945614617
Lughano,Clinic,Karonga,Functional,70988.30856323242,0.0,70988.30856323242,100.0
Lugola,Health Centre,Mangochi,Functional,10253.254981040955,2682.299816131592,7570.955164909363,73.8395288024011
Lujeri Health Centre,Health Post,Mulanje,Functional,45579.82090854645,15.920586585998535,45563.90032196045,99.96507097599628
Lukoloma,Clinic,Mangochi,Non-functional,10882.417592048645,10882.417592048645,0.0,0.0
Lulanga,Health Centre,Mangochi,Functional,18964.237409591675,18564.344728946686,399.892680644989,2.108667340574067
Lulwe mission,Health Centre,Nsanje,Functional,12532.377219438553,9833.458723545074,2698.9184958934784,21.535567024804166
Chinkhuti,Health Centre,Lilongwe,Functional,53872.53149271011,692.8676710128784,53179.663821697235,98.71387578824537
Lumbadzi Masm,Clinic,Lilongwe,Non-functional,57393.97917985916,0.0,57393.97917985916,100.0
Mdziwika Clinic,Clinic,Thyolo,Non-functional,56112.43820309639,102.6908597946167,56009.74734330177,99.81699091487893
Mitsidi,Health Centre,Blantyre,Functional,185056.84854888916,96.85387682914734,184959.99467206,99.94766263578538
Lundu,Health Centre,Blantyre,Functional,21204.660457611084,20270.696987628937,933.9634699821472,4.4045198075638865
Lungazi,Health Post,Zomba,Functional,2170.1871445178986,2170.1871445178986,0.0,0.0
Lungu Private Clinic,Clinic,Blantyre,Functional,254883.51920461655,0.0,254883.51920461655,100.0
Lungwena,Health Centre,Mangochi,Functional,22422.21055841446,22422.21055841446,0.0,0.0
Lunjika,Health Centre,Mzimba,Functional,10217.837841033936,4847.956830024719,5369.881011009216,52.55398543754774
Lupachi,Health Post,Nkhotakota,Functional,3281.838737845421,1945.4249032735825,1336.4138345718384,40.72149612839341
Lupaso,Health Post,Karonga,Functional,23808.658156871796,1271.7787771224976,22536.879379749298,94.65833492697097
Lupembe,Health Centre,Karonga,Functional,22357.767707824707,60.5524787902832,22297.215229034424,99.72916581126705
Dukuduku,Health Centre,Rumphi,Functional,7993.8648002147675,1886.9588031768799,6106.905997037888,76.39491221910353
Lusangazi,Dispensary,Mzimba,Functional,11302.03396332264,16.700783252716064,11285.333180069923,99.85223205569092
Lusungu,Clinic,Likoma,Functional,11093.444043159485,0.0,11093.444043159485,100.0
Luviri,Health Post,Mzimba,Functional,7967.8848667144775,7147.903940200806,819.9809265136719,10.291073982997792
Luvwere,Dispensary,Mzimba,Functional,5979.941485881805,4709.79417181015,1270.1473140716553,21.24012947401539
Luwalika,Health Centre,Mangochi,Functional,14280.561431884766,11335.116774559021,2945.4446573257446,20.625552233186966
Luwani Health Centre,Health Centre,Neno,Functional,12337.987073659897,0.0,12337.987073659897,100.0
Luwannje Health Post,Health Post,Mulanje,Functional,45569.34282755852,0.0,45569.34282755852,100.0
Luwawa,Health Centre,Mzimba,Functional,1453.9146556854248,1453.9146556854248,0.0,0.0
LUWEREZI,Health Centre,Mzimba,Functional,14159.096118450165,3610.835584640503,10548.260533809662,74.4981208232963
Luwuchi,Health Centre,Rumphi,Functional,6223.5491943359375,2111.316120147705,4112.233074188232,66.07536866472884
Luzi Near M1 Road,Health Centre,Mzimba,Functional,16305.563653945923,1699.012249469757,14606.551404476166,89.58016855149562
Lwazi Health Centre,Health Centre,Nkhata Bay,Functional,13123.505767822266,2620.500480413437,10503.005287408829,80.03200877284876
Lwezga,Health Centre,Karonga,Functional,69969.58875584602,0.0,69969.58875584602,100.0
M & M,Clinic,Salima,Non-functional,73263.94981145859,0.0,73263.94981145859,100.0
M'mambo,Health Centre,Zomba,Functional,14160.336086511612,5530.623830795288,8629.712255716324,60.94284911737746
Mabiri,Health Centre,Mzimba,Functional,12414.44766664505,9680.121713161469,2734.3259534835815,22.0253532569969
Chinyanje,Clinic,Chikwawa,Non-functional,31070.058814167976,0.0,31070.058814167976,100.0
Machado,Clinic,Mulanje,Non-functional,44325.09678518772,0.0,44325.09678518772,100.0
Matchereza,Health Post,Ntcheu,Functional,7802.174883842468,0.0,7802.174883842468,100.0
ku District,District Hospital,Machinga,Functional,45183.81556546688,0.0,45183.81556546688,100.0
Machinga Boma,Health Centre,Machinga,Functional,13901.387508034706,12059.60257589817,1841.7849321365356,13.248928792698017
Machinga Private Clinic,Clinic,Machinga,Non-functional,33202.04098844528,468.6593852043152,32733.381603240967,98.58846212084548
Joyce Banda,Health Centre,Zomba,Functional,35391.74564373493,1413.6021671295166,33978.143476605415,96.00584220580893
Macro,Clinic,Lilongwe,Functional,470972.5368218478,0.0,470972.5368218478,100.0
Macro,Clinic,Mzimba,Functional,190112.58637705073,0.0,190112.58637705073,100.0
Madalitso Clinic,Clinic,Machinga,Non-functional,33525.76112318039,21.2567081451416,33504.50441503525,99.93659589690733
Madalitso,Clinic,Mchinji,Functional,11053.712723255157,181.1338233947754,10872.578899860382,98.36133046036468
Madalitso,Clinic,Salima,Functional,72278.5654053688,0.0,72278.5654053688,100.0
Madalitso Pvt Clinic,Dispensary,Mangochi,Functional,15805.656291782856,2159.8609886169434,13645.795303165913,86.33488576023366
Madede,Health Centre,Mzimba,Functional,6424.015597105026,6424.015597105026,0.0,0.0
Madinah social services - Ndirande,Clinic,Blantyre,Functional,363110.38707360625,0.0,363110.38707360625,100.0
Madise,Health Post,Mzimba,Functional,8773.74334192276,4641.160913944244,4132.582427978516,47.10170182699763
madisi,Hospital,Dowa,Functional,33306.33711767197,2841.0194597244263,30465.31765794754,91.47003331622133
Madziabango,Health Centre,Blantyre,Functional,14692.797266602516,10170.271063804626,4522.52620279789,30.780566292014555
Maera,Health Centre,Zomba,Functional,17380.994699716568,5388.735733509064,11992.258966207504,68.99639044480614
mafale,Dispensary,Chikwawa,Non-functional,33360.880004096776,1539.0144904516637,31821.865513645113,95.38676890339023
MAFCO,Health Centre,Salima,Functional,17380.671226739883,1232.079592704773,16148.59163403511,92.91120822302167
Mafisi,Clinic,Thyolo,Non-functional,42224.89425730705,1028.3080335259438,41196.58622378111,97.5646877236454
Mafumphizi,Health Post,Kasungu,Non-functional,11400.522866249084,3502.3896040916443,7898.13326215744,69.2786932215156
Magaleta,Health Centre,Neno,Functional,12299.496701478958,0.0,12299.496701478958,100.0
Maganga,Dispensary,Mangochi,Functional,7549.939435482025,7150.046754837036,399.892680644989,5.296634285112751
Maganga,Health Centre,Salima,Functional,27164.512325644493,25553.113425135612,1611.3989005088806,5.932000108051449
Magomero,Health Centre,Zomba,Functional,39557.65744304657,16306.788986206055,23250.868456840515,58.77716214696515
Mangunda,Health Centre,Thyolo,Functional,50599.66097301245,808.0197334289551,49791.64123958349,98.40311235709679
Mahowe,Health Centre,Chitipa,Functional,4784.357405900955,1252.7318363189697,3531.6255695819855,73.81609001923918
Fema,Clinic,Chikwawa,Non-functional,25827.614387512207,946.9291772842407,24880.685210227966,96.3336560509356
Makanjira,Health Centre,Mangochi,Functional,24023.054360628128,24023.054360628128,0.0,0.0
Makapwa Health Centre,Health Centre,Thyolo,Functional,29339.79509782791,9699.822647333145,19639.972450494766,66.93970556034577
Makata,Health Centre,Blantyre,Functional,31430.843855381012,0.0,31430.843855381012,100.0
Makhanga,Health Centre,Nsanje,Functional,19254.408757209778,0.0,19254.408757209778,100.0
Makhetha health centre,Health Centre,Blantyre,Functional,31430.843855381012,0.0,31430.843855381012,100.0
Makhwira,Health Centre,Chikwawa,Functional,22147.37473011017,16446.70026731491,5700.674462795258,25.739730023373745
Makiyoni,Health Centre,Salima,Functional,19378.141926765442,19378.141926765442,0.0,0.0
Maku private Clinic,Clinic,Balaka,Functional,62462.4169986248,359.08787965774536,62103.329118967056,99.42511369730434
Makungwa,Health Centre,Thyolo,Functional,39156.18114006519,271.89410877227783,38884.287031292915,99.30561637816598
Mwakwapala,Health Centre,Zomba,Functional,33688.282457351685,4550.904296398163,29137.37816095352,86.49113589521976
Promedence ,Clinic,Blantyre,Functional,219649.24870049953,0.0,219649.24870049953,100.0
Makwasa Estate Clinic,Dispensary,Thyolo,Functional,2511.1211907863617,0.0,2511.1211907863617,100.0
Dispensory,Clinic,Thyolo,Non-functional,48262.43750858307,6145.465468883514,42116.972039699554,87.2665663275076
Malabada,Health Centre,Blantyre,Functional,75.24223804473876,0.0,75.24223804473876,100.0
Malawi Army Marine,Dispensary,Mangochi,Non-functional,15927.953340291977,0.0,15927.953340291977,100.0
Malambo,Health Centre,Ntchisi,Functional,15572.988328456879,14389.228150367737,1183.7601780891418,7.601368171104513
Malamulo day Amina,Clinic,Blantyre,Functional,297512.8303309679,0.0,297512.8303309679,100.0
Malamulo Mission Hospital,Hospital,Thyolo,Functional,42412.967696905136,0.0,42412.967696905136,100.0
Malavi,Dispensary,Chiradzulu,Functional,55565.7902443409,0.0,55565.7902443409,100.0
Polytechnic,Clinic,Blantyre,Functional,397173.2382784784,0.0,397173.2382784784,100.0
Maldeco Fisheries Clinic,Clinic,Mangochi,Non-functional,27444.396333932877,0.0,27444.396333932877,100.0
Malembo,Health Centre,Mangochi,Functional,11445.802987098694,11445.802987098694,0.0,0.0
Malembo health centre,Health Centre,Lilongwe,Functional,24856.72229576111,18380.94380092621,6475.7784948349,26.052423234978306
Maleta,Health Post,Mangochi,Functional,6310.804160147905,6310.804160147905,0.0,0.0
Malewa,Health Post,Mchinji,Non-functional,9357.463139533997,4751.508819580078,4605.9543199539185,49.222254485773966
Malidade,Health Centre,Mzimba,Functional,7052.063351631165,3154.1724758148193,3897.890875816345,55.273055295437054
Kumalinga moyo,Health Centre,Machinga,Functional,34673.94169092178,0.0,34673.94169092178,100.0
Malingunde,Health Centre,Lilongwe,Functional,30494.491528987885,24597.53937101364,5896.952157974243,19.337761878628587
Malmed,Health Centre,Blantyre,Functional,75.24223804473876,0.0,75.24223804473876,100.0
Umoyo,Clinic,Lilongwe,Functional,508441.4925074931,0.0,508441.4925074931,100.0
Malombe,Clinic,Mangochi,Non-functional,9974.248668670654,3113.125671863556,6861.122996807098,68.78836917669844
Malomo,Health Centre,Ntchisi,Functional,20335.73060441017,202.31744241714478,20133.413161993027,99.00511348053918
Malowa,Health Centre,Nkhotakota,Functional,16626.96853160858,9961.1627035141,6665.805828094482,40.09032563826953
Malukula,Health Centre,Mangochi,Functional,23359.787104845047,560.0847153663635,22799.702389478683,97.60235522330511
Malungo,Health Post,Karonga,Functional,28915.622615337372,1478.0013852119446,27437.621230125427,94.88857146576541
Maluwa,Health Centre,Lilongwe,Functional,26811.476273536682,13515.916664123535,13295.559609413147,49.58906206345697
Mama khadija,Clinic,Mangochi,Functional,30612.750618696213,2.87349009513855,30609.877128601074,99.99061342075748
Mamoyo,Clinic,Dowa,Non-functional,43744.89295268059,0.0,43744.89295268059,100.0
Mhone,Clinic,Karonga,Functional,68596.93807983398,0.0,68596.93807983398,100.0
Mangamba,Health Centre,Machinga,Functional,23880.110606193542,308.5681447982788,23571.542461395264,98.70784457456303
Mangochi Banja la mtsogolo,Clinic,Mangochi,Non-functional,82803.27324551344,0.0,82803.27324551344,100.0
Mangochi district hospital,District Hospital,Mangochi,Functional,82890.67905300856,79.24041366577148,82811.43863934278,99.90440371031936
Mangulenje Health Centre,Health Centre,Chikwawa,Functional,19465.53944814205,0.0,19465.53944814205,100.0
Manjawira,Health Centre,Ntcheu,Functional,16184.559496879578,1272.0371112823486,14912.522385597229,92.14042797069885
Manjolo,Clinic,Lilongwe,Non-functional,432821.1741498336,0.0,432821.1741498336,100.0
Kalanga,Health Centre,Mzimba,Functional,6474.021461725235,2826.8184015750885,3647.2030601501465,56.33597419644973
Manyamula,Health Centre,Mzimba,Functional,14047.0073056221,13800.906018733978,246.10128688812256,1.751983760908448
Manzunga,Clinic,Nkhotakota,Functional,30577.941502928734,0.0,30577.941502928734,100.0
Maonde,Health Centre,Dedza,Functional,28721.84603714943,7671.761959314346,21050.084077835083,73.2894537858342
Maoni,Health Post,Mangochi,Functional,12545.336298942566,4405.258113861084,8140.078185081482,64.88529275829458
Mapanga Maternity,Clinic,Thyolo,Non-functional,48184.281193733215,0.0,48184.281193733215,100.0
Maperera,Health Centre,Chikwawa,Functional,19465.53944814205,0.0,19465.53944814205,100.0
Mapeto,Clinic,Blantyre,Functional,370186.98972532153,0.0,370186.98972532153,100.0
Mary Mount,Clinic,Mzimba,Non-functional,172669.39098277315,0.0,172669.39098277315,100.0
Masache,Clinic,Chikwawa,Non-functional,42978.53506529331,0.0,42978.53506529331,100.0
Masasa,Clinic,Ntcheu,Functional,16648.35232782364,11990.215380191803,4658.136947631836,27.979567322388426
Mase,Health Centre,Mangochi,Functional,22378.002406544983,15516.879409737885,6861.122996807098,30.660122705145472
Masenjere,Health Centre,Nsanje,Functional,19254.408757209778,0.0,19254.408757209778,100.0
Masida,Clinic,Lilongwe,Non-functional,515204.78143277206,0.0,515204.78143277206,100.0
Masm Medi - Limbe,Clinic,Blantyre,Functional,382553.83709418774,0.0,382553.83709418774,100.0
MASM,Clinic,Mzimba,Functional,168798.4462386258,9.571792840957642,168788.87444578484,99.99432945441487
Area 12 Masm clinic,Hospital,Lilongwe,Functional,179730.7426980082,0.0,179730.7426980082,100.0
Masm,Clinic,Zomba,Functional,130282.58247995377,0.0,130282.58247995377,100.0
Matabwa,Dispensary,Salima,Functional,22501.078290224075,0.0,22501.078290224075,100.0
Matanda,Health Centre,Ntcheu,Functional,10830.738007068634,8979.459334373474,1851.27867269516,17.092821112346464
Matandani Health Centre,Health Centre,Neno,Functional,10823.383714318275,4810.469093322754,6012.914620995522,55.55485031026873
Matapira,Health Centre,Lilongwe,Functional,28477.78251504898,10476.2806930542,18001.50182199478,63.21244223451019
Matawale,Health Centre,Zomba,Functional,122461.42263805866,0.0,122461.42263805866,100.0
Matchereza,Clinic,Ntcheu,Non-functional,7961.982830524445,0.0,7961.982830524445,100.0
Matekenya,Health Centre,Dowa,Functional,13903.2421875,12752.547011375427,1150.6951761245728,8.276452072158602
Matiki,Health Centre,Nkhotakota,Functional,23296.052909851074,0.0,23296.052909851074,100.0
Matiya,Health Centre,Zomba,Functional,30634.08297085762,14262.626543045044,16371.456427812576,53.441966725058606
Matope Health Centre,Health Centre,Neno,Functional,16650.527661681175,16650.527661681175,0.0,0.0
Matuli,Health Centre,Mzimba,Functional,9553.483368635178,2820.4623363018036,6733.021032333374,70.47713145592948
Matumba,Health Centre,Dedza,Functional,26396.690837860107,21939.222608566284,4457.468229293823,16.886466022099214
Kambuni,Health Centre,Nkhata Bay,Functional,17056.967787742615,16759.2244720459,297.7433156967163,1.7455817434953416
Maula Prison,Clinic,Lilongwe,Functional,340387.1740488354,0.0,340387.1740488354,100.0
Mauwa,Health Centre,Chiradzulu,Functional,38024.282717227936,3216.918098449707,34807.36461877823,91.53983226357563
Mayaka,Health Centre,Zomba,Functional,36409.34692406654,36409.34692406654,0.0,0.0
Mayani,Health Centre,Dedza,Functional,29598.146665096283,3031.066014289856,26567.080650806427,89.75927091453921
Maziko Private,Clinic,Lilongwe,Functional,533942.4832937289,0.0,533942.4832937289,100.0
MBA-Esita,Clinic,Dowa,Non-functional,16571.887176513672,1332.0616998672485,15239.825476646423,91.96191908815854
Mbabvi,Health Centre,Lilongwe,Functional,37416.971477270126,7510.740396499634,29906.231080770493,79.92691524737052
Mbalachanda,Health Centre,Mzimba,Functional,8392.866387367249,8392.866387367249,0.0,0.0
Mbalama,Clinic,Mangochi,Non-functional,14238.4935901165,46.01175403594971,14192.481836080551,99.67684956456428
Mbalanguzi Heallth Post,Health Post,Thyolo,Non-functional,42222.30847001076,8573.42321395874,33648.88525605202,79.69456544506991
Mbalunji,Clinic,Kasungu,Non-functional,14038.198744773865,12849.013852119446,1189.184892654419,8.471064659183062
Mbang'ombe 2,Health Centre,Lilongwe,Functional,10858.64508342743,5363.355137825012,5495.289945602417,50.6075104525645
Mbang'ombe 1,Health Centre,Lilongwe,Functional,27684.033242225647,25742.008885383606,1942.024356842041,7.0149618007246435
Mbanira,Health Post,Machinga,Functional,29017.01489830017,354.86901664733887,28662.145881652832,98.77703127667992
Mbawemi,Clinic,Mzimba,Functional,40226.88256883621,77.58492088317871,40149.29764795303,99.80713165940608
Mbayani health Centre,Clinic,Blantyre,Functional,401623.7170215547,0.0,401623.7170215547,100.0
Mbayani Health Care Clinic,Clinic,Blantyre,Functional,366405.8665332496,0.0,366405.8665332496,100.0
Mbenje,Health Centre,Nsanje,Functional,25923.134812116623,15068.422077178955,10854.712734937668,41.87268558995462
